StudentNo,100136499
System,stemmed
QueryNo,Rank,URL
4,0.027088840765118607,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/learning-and-teaching-committee
4,0.02609140971635641,portal.uea.ac.uk/learning-and-teaching/staff/teaching
4,0.025478298520540652,portal.uea.ac.uk/committee-office/uea-standing-orders-and-terms-of-reference
4,0.025478298520540652,portal.uea.ac.uk/en/committee-office/uea-standing-orders-and-terms-of-reference
4,0.025270725957378812,portal.uea.ac.uk/learning-and-teaching/staff/new-staff/academic-roles
4,0.02476655511541559,portal.uea.ac.uk/learning-and-teaching/staff/new-staff/committees
4,0.024693090960648482,portal.uea.ac.uk/learning-and-teaching/staff/teaching/teaching-fellowships/selection-criteria
4,0.023920024735157232,portal.uea.ac.uk/learning-and-teaching/learning-and-teaching-strategies
4,0.023920024735157232,portal.uea.ac.uk/learning-and-teaching/docs/learning-and-teaching-strategies
4,0.023782156109293153,portal.uea.ac.uk/learning-and-teaching/staff/teaching/innovation
4,0.022783393311979348,portal.uea.ac.uk/learning-and-teaching/docs/learning-and-teaching
4,0.022504711425038505,portal.uea.ac.uk/learning-and-teaching/staff/teaching/teaching-fellowships
4,0.022023680835265364,portal.uea.ac.uk/learning-and-teaching/documents/
4,0.022023680835265364,portal.uea.ac.uk/learning-and-teaching/documents
4,0.021302315718016482,portal.uea.ac.uk/committee-office/uea-committees-and-boards/equality-and-diversity-committee
4,0.021302315718016482,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/equality-and-diversity-committee
4,0.020913679272627723,portal.uea.ac.uk/learning-and-teaching/staff/teaching/recognition
4,0.020913679272627723,portal.uea.ac.uk/learning-and-teaching/staff/teaching/recognition/
