StudentNo,100136499
System,basic
QueryNo,Rank,URL
3,0.005978718449809244,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-lts2-
3,0.005933598778890082,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/senate/senate-membership
3,0.005933598778890082,portal.uea.ac.uk/committee-office/uea-committees-and-boards/senate/senate-membership
3,0.005681454936174396,portal.uea.ac.uk/student-support-service/international-students/life-in-the-uk/important-dates
3,0.005661889960203962,portal.uea.ac.uk/uea-retirement-association/dates-for-your-diary
3,0.005661889960203962,portal.uea.ac.uk/en/uea-retirement-association/dates-for-your-diary
3,0.005430264954096431,portal.uea.ac.uk/en/uea-retirement-association/events/games-afternoons
3,0.005430264954096431,portal.uea.ac.uk/uea-retirement-association/events/games-afternoons
3,0.005430264954096431,portal.uea.ac.uk/web/hub/uea-retirement-association/events/games-afternoons
3,0.005331328949035938,portal.uea.ac.uk/finance/abw/dates
3,0.005331328949035938,portal.uea.ac.uk/en/finance/abw/dates
3,0.0053210141027187725,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-rs2-
3,0.005067867948911314,portal.uea.ac.uk/csed/learning-and-teaching1/teachmeets
3,0.004910532179255571,portal.uea.ac.uk/new-students/postgraduate-researchers/research-student-induction
3,0.004910532179255571,portal.uea.ac.uk/new-students/postgraduate-researchers/research-student-induction/
3,0.004898525988108247,portal.uea.ac.uk/estates/help-centre/latest-news/-/asset_publisher/4y6W3ljN9SEH/content/window-cleaning-programme-2016-2017
3,0.004898525988108247,portal.uea.ac.uk/en/estates/help-centre/latest-news/-/asset_publisher/4y6W3ljN9SEH/content/window-cleaning-programme-2016-2017
3,0.004867582918212519,portal.uea.ac.uk/committee-office/uea-committees-and-boards/council/council-2017-2018
3,0.004867582918212519,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/council/council-2017-2018
3,0.004580345224854163,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-rs-
3,0.004549953889060502,portal.uea.ac.uk/dos/wellbeing/disability/sticker-scheme/blackboard-online-marking-pilot-semester-one-2015
3,0.004549953889060502,portal.uea.ac.uk/student-support-service/wellbeing/disability/sticker-scheme/blackboard-online-marking-pilot-semester-one-2015
3,0.004549953889060502,portal.uea.ac.uk/en/student-support-service/wellbeing/disability/sticker-scheme/blackboard-online-marking-pilot-semester-one-2015
3,0.0045124917482288335,portal.uea.ac.uk/committee-office/uea-committees-and-boards/senate/senate-2017-2018
3,0.004361574597122524,portal.uea.ac.uk/en/accommodation/visiting-students/september-entry
3,0.004361574597122524,portal.uea.ac.uk/accommodation/visiting-students/september-entry
3,0.004327207622324564,portal.uea.ac.uk/csed/resources/labyrinth
3,0.004327207622324564,portal.uea.ac.uk/en/csed/resources/labyrinth
3,0.004210683062949161,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/senate/senate-2017-2018
3,0.004116774922882753,portal.uea.ac.uk/committee-office/uea-committees-and-boards/equality-and-diversity-committee/equality-and-diversity-committee-2017-2018
3,0.004116774922882753,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/equality-and-diversity-committee/equality-and-diversity-committee-2017-2018
3,0.003983095684167541,portal.uea.ac.uk/committee-office/uea-committees-and-boards/widening-participation-committee
3,0.003983095684167541,portal.uea.ac.uk/en/committee-office/uea-committees-and-boards/widening-participation-committee
3,0.003980457872456171,portal.uea.ac.uk/new-students/postgraduate-researchers/international-students
3,0.003975192716540224,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-lts-
3,0.003907991799355539,portal.uea.ac.uk/csed/csed-programme-2017-18/booking-form-it-
3,0.0038289002637538704,portal.uea.ac.uk/graduationoffice/spring-graduation
